42.9983,-81.2628,western,Rap Hits (2010 - 2023),spotify:playlist:4riovLwMCrY3q0Cd4e0Sqp,https://i.scdn.co/image/ab67706c0000bebb004375c6b51601bf4a002747,T
42.9983,-81.2628,western,Rap Hits (2010 - 2023),spotify:playlist:4riovLwMCrY3q0Cd4e0Sqp,https://i.scdn.co/image/ab67706c0000bebb004375c6b51601bf4a002747,T
78.6963,-39.8674,greenland,Pop Hits 2000s - 2023,spotify:playlist:6mtYuOxzl58vSGnEDtZ9uB,https://i.scdn.co/image/ab67706c0000bebb27639576d5fdca9200c22aee,T
